cliente_id,cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,engajamento_score,retorno_relativo,flag_risco,intensidade_rel,segmento_enc,churn
CLI00758,CLI00758,Wealth,17,2,11.01,6,64.981,0,0.15,-0.61,0,5.6244,2.0,0
CLI00759,CLI00759,Private,19,4,10.27,3,29.941,0,0.15,-1.35,0,4.153,1.0,0
CLI00760,CLI00760,Alta Renda,126,2,15.33,1,5.172,0,0.025,3.71,0,3.3577,0.0,0
CLI00761,CLI00761,Alta Renda,126,6,10.91,3,6.25,0,0.225,-0.71,0,6.7155,0.0,0
CLI00762,CLI00762,Alta Renda,25,1,11.23,3,17.235,0,0.0375,-0.39,0,4.5167,0.0,0
CLI00763,CLI00763,Private,80,4,13.73,3,48.338,0,0.15,2.11,0,6.092,1.0,0
CLI00764,CLI00764,Alta Renda,75,7,12.37,3,9.72,1,0.2625,0.75,0,6.0037,0.0,1
CLI00765,CLI00765,Private,61,4,18.4,3,27.444,0,0.15,6.78,0,5.7214,1.0,0
CLI00766,CLI00766,Private,106,8,4.1,2,24.23,0,0.2,-7.52,0,5.1336,1.0,0
CLI00767,CLI00767,Wealth,137,7,12.76,2,117.811,0,0.175,1.14,0,5.4131,2.0,0
CLI00768,CLI00768,Alta Renda,116,1,8.54,0,8.024,1,0.0,-3.08,1,0.0,0.0,1
CLI00769,CLI00769,Private,130,8,7.54,3,32.124,1,0.3,-4.08,0,6.7585,1.0,1
CLI00770,CLI00770,Alta Renda,137,4,9.58,2,4.626,0,0.1,-2.04,0,5.4131,0.0,0
CLI00771,CLI00771,Wealth,25,2,11.73,4,86.633,0,0.1,0.11,0,5.2437,2.0,0
CLI00772,CLI00772,Alta Renda,143,4,11.92,2,11.912,0,0.1,0.3,0,5.4599,0.0,0
CLI00773,CLI00773,Alta Renda,29,3,5.13,3,4.554,0,0.1125,-6.49,0,4.7151,0.0,0
CLI00774,CLI00774,Private,42,6,9.23,2,20.255,0,0.15,-2.39,0,4.1321,1.0,0
CLI00775,CLI00775,Alta Renda,59,5,12.68,3,3.873,0,0.1875,1.06,0,5.676,0.0,0
CLI00776,CLI00776,Alta Renda,108,2,7.82,2,7.457,0,0.05,-3.8,0,5.154,0.0,0
CLI00777,CLI00777,Private,43,3,6.82,2,79.572,1,0.075,-4.8,0,4.1574,1.0,1
CLI00778,CLI00778,Private,9,7,2.02,3,45.882,0,0.2625,-9.6,0,3.1921,1.0,0
CLI00779,CLI00779,Private,62,6,8.71,3,14.474,0,0.225,-2.91,0,5.7436,1.0,0
CLI00780,CLI00780,Private,25,1,6.67,2,17.899,0,0.025,-4.95,0,3.5794,1.0,0
CLI00781,CLI00781,Private,22,2,7.37,3,39.307,0,0.075,-4.25,0,4.3467,1.0,0
CLI00782,CLI00782,Alta Renda,124,5,10.36,5,3.0,0,0.3125,-1.26,0,8.6512,0.0,0
CLI00783,CLI00783,Alta Renda,76,6,8.98,1,9.796,0,0.075,-2.64,0,3.0109,0.0,0
CLI00784,CLI00784,Alta Renda,9,7,6.6,2,8.613,0,0.175,-5.02,0,2.5296,0.0,0
CLI00785,CLI00785,Wealth,19,8,2.61,2,269.766,0,0.2,-9.01,0,3.2911,2.0,0
CLI00786,CLI00786,Private,8,8,12.77,3,31.255,0,0.3,1.15,0,3.046,1.0,0
CLI00787,CLI00787,Alta Renda,85,5,14.66,3,5.765,0,0.1875,3.04,0,6.175,0.0,0
CLI00788,CLI00788,Private,60,1,9.83,4,33.573,0,0.05,-1.79,0,6.6162,1.0,0
CLI00789,CLI00789,Wealth,137,1,10.38,1,72.721,0,0.0125,-1.24,0,3.4153,2.0,0
CLI00790,CLI00790,Alta Renda,125,7,11.51,1,6.06,0,0.0875,-0.11,0,3.3523,0.0,0
CLI00791,CLI00791,Private,29,2,18.13,2,24.951,0,0.05,6.51,0,3.7366,1.0,0
CLI00792,CLI00792,Private,87,7,4.92,3,36.793,0,0.2625,-6.7,0,6.2069,1.0,0
CLI00793,CLI00793,Private,65,4,9.76,2,25.306,0,0.1,-1.86,0,4.6028,1.0,0
CLI00794,CLI00794,Alta Renda,54,1,4.27,2,6.555,0,0.025,-7.35,0,4.4025,0.0,0
CLI00795,CLI00795,Wealth,68,6,13.02,3,182.296,0,0.225,1.4,0,5.8697,2.0,0
CLI00796,CLI00796,Wealth,115,4,10.9,3,272.216,1,0.15,-0.72,0,6.5899,2.0,1
CLI00797,CLI00797,Private,114,8,12.35,5,39.261,0,0.5,0.73,0,8.5018,1.0,0
CLI00798,CLI00798,Private,81,8,12.14,0,44.524,0,0.0,0.52,0,0.0,1.0,0
CLI00799,CLI00799,Wealth,35,3,15.66,8,86.086,0,0.3,4.04,0,7.8738,2.0,0
CLI00800,CLI00800,Private,63,5,13.76,4,73.424,0,0.25,2.14,0,6.6935,1.0,0
CLI00801,CLI00801,Alta Renda,122,4,14.99,1,4.535,0,0.05,3.37,0,3.3356,0.0,0
CLI00802,CLI00802,Private,105,5,7.02,6,20.561,1,0.375,-4.6,0,9.0746,1.0,1
CLI00803,CLI00803,Private,24,7,16.51,0,27.814,1,0.0,4.89,0,0.0,1.0,1
CLI00804,CLI00804,Alta Renda,99,4,8.47,7,7.748,0,0.35,-3.15,0,9.5762,0.0,0
CLI00805,CLI00805,Private,118,7,8.71,1,13.475,0,0.0875,-2.91,0,3.3126,1.0,0
CLI00806,CLI00806,Wealth,68,3,12.64,3,75.031,0,0.1125,1.02,0,5.8697,2.0,0
CLI00807,CLI00807,Wealth,121,1,12.77,1,200.384,0,0.0125,1.15,0,3.3299,2.0,0
CLI00808,CLI00808,Private,118,8,7.0,1,83.76,0,0.1,-4.62,0,3.3126,1.0,0
CLI00809,CLI00809,Alta Renda,52,3,10.77,1,6.103,0,0.0375,-0.85,0,2.752,0.0,0
CLI00810,CLI00810,Family Office,62,8,17.75,8,738.183,0,0.8,6.13,0,9.1034,3.0,0
CLI00811,CLI00811,Wealth,123,1,5.33,1,34.56,0,0.0125,-6.29,0,3.3412,2.0,0
CLI00812,CLI00812,Alta Renda,50,7,17.74,3,7.447,0,0.2625,6.12,0,5.4507,0.0,0
CLI00813,CLI00813,Wealth,9,1,10.48,4,145.528,0,0.05,-1.14,0,3.7059,2.0,0
CLI00814,CLI00814,Wealth,52,8,1.68,3,39.509,0,0.3,-9.94,0,5.504,2.0,0
CLI00815,CLI00815,Private,52,8,5.76,3,8.558,0,0.3,-5.86,0,5.504,1.0,0
CLI00816,CLI00816,Private,83,5,7.45,4,76.855,0,0.25,-4.17,0,7.1311,1.0,0
CLI00817,CLI00817,Alta Renda,129,6,8.88,5,6.425,0,0.375,-2.74,0,8.7215,0.0,0
CLI00818,CLI00818,Alta Renda,80,3,11.06,6,5.766,0,0.225,-0.56,0,8.5512,0.0,0
CLI00819,CLI00819,Alta Renda,108,4,0.15,3,8.159,0,0.15,-11.47,0,6.5036,0.0,0
CLI00820,CLI00820,Private,142,8,12.28,2,29.615,0,0.2,0.66,0,5.4522,1.0,0
CLI00821,CLI00821,Alta Renda,95,3,7.07,3,10.757,0,0.1125,-4.55,0,6.3275,0.0,0
CLI00822,CLI00822,Alta Renda,74,5,17.34,6,5.245,0,0.375,5.72,0,8.4014,0.0,0
CLI00823,CLI00823,Alta Renda,66,1,10.37,2,8.701,0,0.025,-1.25,0,4.6193,0.0,0
CLI00824,CLI00824,Private,143,5,15.46,4,35.991,0,0.25,3.84,0,7.9986,1.0,0
CLI00825,CLI00825,Wealth,55,2,16.16,3,243.483,0,0.075,4.54,0,5.5803,2.0,0
CLI00826,CLI00826,Alta Renda,8,2,16.05,1,9.315,1,0.025,4.43,0,1.523,0.0,1
CLI00827,CLI00827,Alta Renda,112,4,9.12,3,3.455,0,0.15,-2.5,0,6.5536,0.0,0
CLI00828,CLI00828,Private,118,5,9.07,3,25.351,0,0.1875,-2.55,0,6.6253,1.0,0
CLI00829,CLI00829,Private,99,7,10.56,2,28.527,0,0.175,-1.06,0,5.0593,1.0,0
CLI00830,CLI00830,Alta Renda,123,4,14.17,3,11.977,0,0.15,2.55,0,6.6823,0.0,0
CLI00831,CLI00831,Private,86,7,9.36,5,39.847,0,0.4375,-2.26,0,8.0018,1.0,0
CLI00832,CLI00832,Alta Renda,114,4,11.0,4,21.692,1,0.2,-0.62,0,7.6367,0.0,1
CLI00833,CLI00833,Alta Renda,56,2,12.65,4,6.669,0,0.1,1.03,0,6.507,0.0,0
CLI00834,CLI00834,Private,40,4,7.7,5,10.488,0,0.25,-3.92,0,6.6538,1.0,0
CLI00835,CLI00835,Alta Renda,51,2,7.43,2,6.371,0,0.05,-4.19,0,4.3409,0.0,0
CLI00836,CLI00836,Wealth,74,8,10.84,8,93.374,0,0.8,-0.78,0,9.4865,2.0,0
CLI00837,CLI00837,Alta Renda,98,1,11.39,4,6.226,0,0.05,-0.23,0,7.3956,0.0,0
CLI00838,CLI00838,Private,69,7,13.32,1,18.933,1,0.0875,1.7,0,2.9448,1.0,1
CLI00839,CLI00839,Private,54,5,14.32,4,16.864,0,0.25,2.7,0,6.4496,1.0,0
CLI00840,CLI00840,Alta Renda,79,8,6.88,4,9.848,1,0.4,-4.74,0,7.0526,0.0,1
CLI00841,CLI00841,Private,10,8,8.09,1,36.622,0,0.1,-3.53,0,1.6621,1.0,0
CLI00842,CLI00842,Alta Renda,105,4,7.42,1,9.271,0,0.05,-4.2,0,3.2324,0.0,0
CLI00843,CLI00843,Family Office,75,2,17.43,5,1013.572,0,0.125,5.81,0,7.7596,3.0,0
CLI00844,CLI00844,Alta Renda,95,3,10.99,4,3.0,0,0.15,-0.63,0,7.346,0.0,0
CLI00845,CLI00845,Alta Renda,9,7,11.57,2,4.347,0,0.175,-0.05,0,2.5296,0.0,0
CLI00846,CLI00846,Alta Renda,131,8,11.74,2,9.253,1,0.2,0.12,0,5.3643,0.0,1
CLI00847,CLI00847,Family Office,44,4,8.49,2,332.814,1,0.1,-3.13,0,4.182,3.0,1
CLI00848,CLI00848,Private,134,6,18.07,5,28.073,0,0.375,6.45,0,8.7891,1.0,0
CLI00849,CLI00849,Private,29,1,13.23,4,40.571,0,0.05,1.61,0,5.474,1.0,0
CLI00850,CLI00850,Alta Renda,62,1,11.67,3,6.463,0,0.0375,0.05,0,5.7436,0.0,0
CLI00851,CLI00851,Private,105,3,6.86,4,30.91,0,0.15,-4.76,0,7.5055,1.0,0
CLI00852,CLI00852,Alta Renda,75,2,6.62,6,3.686,0,0.15,-5.0,0,8.4272,0.0,0
CLI00853,CLI00853,Wealth,46,4,10.2,2,103.697,0,0.1,-1.42,0,4.2298,2.0,0
CLI00854,CLI00854,Alta Renda,65,7,8.56,4,15.975,0,0.35,-3.06,0,6.743,0.0,0
CLI00855,CLI00855,Alta Renda,113,2,7.02,3,4.509,0,0.075,-4.6,0,6.5658,0.0,0
CLI00856,CLI00856,Alta Renda,62,1,9.94,3,7.139,1,0.0375,-1.68,0,5.7436,0.0,1
CLI00857,CLI00857,Private,36,2,10.59,1,52.845,0,0.025,-1.03,0,2.5029,1.0,0
CLI00858,CLI00858,Private,89,1,12.1,4,17.958,0,0.05,0.48,0,7.2422,1.0,0
CLI00859,CLI00859,Alta Renda,41,2,9.38,0,6.37,1,0.0,-2.24,0,0.0,0.0,1
CLI00860,CLI00860,Private,113,3,7.27,4,28.994,0,0.15,-4.35,0,7.6226,1.0,0
CLI00861,CLI00861,Private,111,5,7.41,1,54.479,1,0.0625,-4.21,0,3.2706,1.0,1
CLI00862,CLI00862,Private,91,3,16.59,1,48.318,0,0.0375,4.97,0,3.1343,1.0,0
CLI00863,CLI00863,Alta Renda,140,3,6.24,3,3.868,0,0.1125,-5.38,0,6.8604,0.0,0
CLI00864,CLI00864,Alta Renda,19,5,13.03,2,7.75,0,0.125,1.41,0,3.2911,0.0,0
CLI00865,CLI00865,Private,125,5,13.68,1,11.524,1,0.0625,2.06,0,3.3523,1.0,1
CLI00866,CLI00866,Alta Renda,143,8,10.99,2,8.685,0,0.2,-0.63,0,5.4599,0.0,0
CLI00867,CLI00867,Alta Renda,85,8,18.92,2,5.412,0,0.2,7.3,0,4.8936,0.0,0
CLI00868,CLI00868,Wealth,111,4,13.61,4,68.698,0,0.2,1.99,0,7.5941,2.0,0
CLI00869,CLI00869,Wealth,75,7,19.24,5,39.32,0,0.4375,7.62,0,7.7596,2.0,0
CLI00870,CLI00870,Alta Renda,49,7,8.77,3,5.818,0,0.2625,-2.85,0,5.4232,0.0,0
CLI00871,CLI00871,Alta Renda,78,4,8.84,3,9.739,0,0.15,-2.78,0,6.0573,0.0,0
CLI00872,CLI00872,Private,50,3,13.72,1,15.173,0,0.0375,2.1,0,2.7253,1.0,0
CLI00873,CLI00873,Alta Renda,112,3,10.4,0,3.0,1,0.0,-1.22,0,0.0,0.0,1
CLI00874,CLI00874,Alta Renda,89,1,18.58,2,4.398,0,0.025,6.96,0,4.9435,0.0,0
CLI00875,CLI00875,Alta Renda,87,1,12.94,7,7.872,0,0.0875,1.32,0,9.3104,0.0,0
CLI00876,CLI00876,Private,112,7,7.11,0,26.659,0,0.0,-4.51,0,0.0,1.0,0
CLI00877,CLI00877,Private,26,4,4.21,1,24.32,0,0.05,-7.41,0,2.2845,1.0,0
CLI00878,CLI00878,Alta Renda,12,6,11.17,8,5.239,1,0.6,-0.45,0,5.6358,0.0,1
CLI00879,CLI00879,Alta Renda,75,8,11.13,3,5.198,0,0.3,-0.49,0,6.0037,0.0,0
CLI00880,CLI00880,Alta Renda,132,6,12.82,6,11.494,0,0.45,1.2,0,9.5162,0.0,0
CLI00881,CLI00881,Private,125,4,16.58,2,26.922,0,0.1,4.96,0,5.3132,1.0,0
CLI00882,CLI00882,Alta Renda,133,1,16.03,4,4.941,0,0.05,4.41,0,7.8828,0.0,0
CLI00883,CLI00883,Alta Renda,62,7,9.07,4,20.79,0,0.35,-2.55,0,6.6681,0.0,0
CLI00884,CLI00884,Private,63,7,6.07,3,45.147,1,0.2625,-5.55,0,5.7654,1.0,1
CLI00885,CLI00885,Alta Renda,26,1,6.32,4,3.0,0,0.05,-5.3,0,5.3044,0.0,0
CLI00886,CLI00886,Private,87,6,8.41,3,33.309,0,0.225,-3.21,0,6.2069,1.0,0
CLI00887,CLI00887,Alta Renda,74,2,9.96,3,3.0,1,0.075,-1.66,0,5.9853,0.0,1
CLI00888,CLI00888,Alta Renda,136,2,12.78,3,11.351,0,0.075,1.16,0,6.8205,0.0,0
CLI00889,CLI00889,Alta Renda,92,1,8.14,2,4.074,0,0.025,-3.48,0,4.9796,0.0,0
CLI00890,CLI00890,Private,54,2,12.68,7,34.495,0,0.175,1.06,0,8.333,1.0,0
CLI00891,CLI00891,Wealth,120,5,13.02,3,250.458,0,0.1875,1.4,0,6.6484,2.0,0
CLI00892,CLI00892,Wealth,94,4,12.1,1,98.425,0,0.05,0.48,0,3.1565,2.0,0
CLI00893,CLI00893,Alta Renda,90,4,6.76,4,4.112,0,0.2,-4.86,0,7.2599,0.0,0
CLI00894,CLI00894,Private,133,1,13.46,2,41.87,0,0.025,1.84,0,5.3808,1.0,0
CLI00895,CLI00895,Alta Renda,122,3,20.24,3,12.031,0,0.1125,8.62,0,6.6711,0.0,0
CLI00896,CLI00896,Alta Renda,132,8,12.53,2,5.325,0,0.2,0.91,0,5.3726,0.0,0
CLI00897,CLI00897,Wealth,76,6,-0.9,3,885.524,0,0.225,-12.52,0,6.0218,2.0,0
CLI00898,CLI00898,Alta Renda,91,1,16.71,2,11.549,0,0.025,5.09,0,4.9677,0.0,0
CLI00899,CLI00899,Alta Renda,38,2,8.55,4,5.004,0,0.1,-3.07,0,5.8963,0.0,0
CLI00900,CLI00900,Alta Renda,86,6,21.02,1,8.545,0,0.075,9.4,0,3.0955,0.0,0
CLI00901,CLI00901,Alta Renda,66,3,11.99,3,5.284,0,0.1125,0.37,0,5.8289,0.0,0
CLI00902,CLI00902,Alta Renda,66,2,4.42,4,4.221,0,0.1,-7.2,0,6.7672,0.0,0
CLI00903,CLI00903,Private,103,7,2.83,4,53.341,0,0.35,-8.79,0,7.4749,1.0,0
CLI00904,CLI00904,Alta Renda,33,8,17.97,2,18.133,0,0.2,6.35,0,3.8741,0.0,0
CLI00905,CLI00905,Wealth,48,5,16.14,2,64.966,0,0.125,4.52,0,4.2756,2.0,0
CLI00906,CLI00906,Private,91,2,20.85,4,4.475,0,0.1,9.23,0,7.2775,1.0,0
CLI00907,CLI00907,Alta Renda,22,5,11.55,4,12.935,0,0.25,-0.07,0,5.0464,0.0,0
CLI00908,CLI00908,Alta Renda,103,6,11.26,1,4.694,0,0.075,-0.36,0,3.2192,0.0,0
CLI00909,CLI00909,Alta Renda,103,5,9.89,5,6.346,0,0.3125,-1.73,0,8.3216,0.0,0
CLI00910,CLI00910,Private,70,6,8.74,4,22.203,0,0.3,-2.88,0,6.8605,1.0,0
CLI00911,CLI00911,Alta Renda,79,6,9.85,3,15.766,0,0.225,-1.77,0,6.0748,0.0,0
CLI00912,CLI00912,Private,90,6,12.41,6,16.485,0,0.45,0.79,0,8.7777,1.0,0
CLI00913,CLI00913,Alta Renda,10,6,7.96,3,4.065,0,0.225,-3.66,0,3.3242,0.0,0
CLI00914,CLI00914,Private,7,6,4.49,2,37.24,0,0.15,-7.13,0,2.2845,1.0,0
CLI00915,CLI00915,Alta Renda,27,2,12.17,3,4.188,0,0.075,0.55,0,4.6194,0.0,0
CLI00916,CLI00916,Alta Renda,117,6,7.86,1,9.065,1,0.075,-3.76,0,3.3068,0.0,1
CLI00917,CLI00917,Wealth,62,2,-2.11,2,72.25,1,0.05,-13.73,0,4.5517,2.0,1
CLI00918,CLI00918,Private,71,6,13.82,1,21.22,0,0.075,2.2,0,2.9644,1.0,0
CLI00919,CLI00919,Alta Renda,79,5,6.85,1,24.402,0,0.0625,-4.77,0,3.0374,0.0,0
CLI00920,CLI00920,Wealth,103,7,14.28,3,61.392,1,0.2625,2.66,0,6.4385,2.0,1
CLI00921,CLI00921,Private,117,6,14.18,3,29.304,0,0.225,2.56,0,6.6136,1.0,0
CLI00922,CLI00922,Wealth,130,3,12.69,6,98.099,0,0.225,1.07,0,9.4867,2.0,0
CLI00923,CLI00923,Private,91,6,21.99,1,46.688,0,0.075,10.37,0,3.1343,1.0,0
CLI00924,CLI00924,Alta Renda,81,6,10.92,7,7.21,0,0.525,-0.7,0,9.1635,0.0,0
CLI00925,CLI00925,Alta Renda,93,5,10.3,3,12.47,0,0.1875,-1.32,0,6.2983,0.0,0
CLI00926,CLI00926,Alta Renda,43,8,14.37,0,4.0,1,0.0,2.75,0,0.0,0.0,1
CLI00927,CLI00927,Private,64,4,11.27,4,19.5,0,0.2,-0.35,0,6.7184,1.0,0
CLI00928,CLI00928,Private,143,5,16.37,1,34.81,0,0.0625,4.75,0,3.4448,1.0,0
CLI00929,CLI00929,Alta Renda,104,3,6.17,0,8.538,0,0.0,-5.45,0,0.0,0.0,0
CLI00930,CLI00930,Alta Renda,68,4,6.24,3,5.744,0,0.15,-5.38,0,5.8697,0.0,0
CLI00931,CLI00931,Wealth,54,1,14.72,4,306.241,0,0.05,3.1,0,6.4496,2.0,0
CLI00932,CLI00932,Family Office,37,1,6.61,2,480.329,0,0.025,-5.01,0,3.9963,3.0,0
CLI00933,CLI00933,Private,140,8,14.06,3,71.129,0,0.3,2.44,0,6.8604,1.0,0
CLI00934,CLI00934,Alta Renda,26,3,13.05,6,19.542,0,0.225,1.43,0,6.4134,0.0,0
CLI00935,CLI00935,Alta Renda,25,5,8.58,3,16.864,0,0.1875,-3.04,0,4.5167,0.0,0
CLI00936,CLI00936,Alta Renda,132,2,13.04,2,24.522,0,0.05,1.42,0,5.3726,0.0,0
CLI00937,CLI00937,Wealth,73,3,6.31,1,212.102,0,0.0375,-5.31,0,2.9834,2.0,0
CLI00938,CLI00938,Alta Renda,115,7,7.3,2,4.775,0,0.175,-4.32,0,5.2224,0.0,0
CLI00939,CLI00939,Private,121,4,10.5,0,46.117,0,0.0,-1.12,0,0.0,1.0,0
CLI00940,CLI00940,Alta Renda,125,4,11.83,4,7.138,0,0.2,0.21,0,7.7837,0.0,0
CLI00941,CLI00941,Private,84,6,10.22,3,10.813,0,0.225,-1.4,0,6.1588,1.0,0
CLI00942,CLI00942,Private,121,1,13.32,1,23.504,0,0.0125,1.7,0,3.3299,1.0,0
CLI00943,CLI00943,Private,97,8,13.13,4,34.664,0,0.4,1.51,0,7.3792,1.0,0
CLI00944,CLI00944,Alta Renda,19,4,17.92,0,8.604,0,0.0,6.3,0,0.0,0.0,0
CLI00945,CLI00945,Alta Renda,130,3,11.1,2,4.879,0,0.075,-0.52,0,5.356,0.0,0
CLI00946,CLI00946,Alta Renda,63,4,16.52,6,7.523,0,0.3,4.9,0,8.0928,0.0,0
CLI00947,CLI00947,Wealth,33,8,15.37,2,41.369,0,0.2,3.75,0,3.8741,2.0,0
CLI00948,CLI00948,Wealth,31,8,21.13,3,240.605,0,0.3,9.51,0,4.8045,2.0,0
CLI00949,CLI00949,Private,118,8,10.97,4,39.012,0,0.4,-0.65,0,7.6917,1.0,0
CLI00950,CLI00950,Private,71,3,9.73,1,24.066,0,0.0375,-1.89,0,2.9644,1.0,0
CLI00951,CLI00951,Private,136,2,16.78,5,19.074,0,0.125,5.16,0,8.8154,1.0,0
CLI00952,CLI00952,Alta Renda,49,6,13.12,3,11.54,0,0.225,1.5,0,5.4232,0.0,0
CLI00953,CLI00953,Wealth,102,1,16.88,3,171.451,0,0.0375,5.26,0,6.4251,2.0,0
CLI00954,CLI00954,Alta Renda,47,4,14.51,0,5.172,0,0.0,2.89,0,0.0,0.0,0
CLI00955,CLI00955,Alta Renda,11,3,2.65,2,4.754,0,0.075,-8.97,0,2.7299,0.0,0
CLI00956,CLI00956,Private,28,5,13.08,1,29.162,0,0.0625,1.46,0,2.334,1.0,0
CLI00957,CLI00957,Alta Renda,94,1,12.81,1,4.584,1,0.0125,1.19,0,3.1565,0.0,1
CLI00958,CLI00958,Alta Renda,128,2,12.06,2,3.343,0,0.05,0.44,0,5.339,0.0,0
CLI00959,CLI00959,Private,56,3,10.94,8,14.586,0,0.3,-0.68,0,8.8835,1.0,0
CLI00960,CLI00960,Alta Renda,16,7,4.81,3,11.197,0,0.2625,-6.81,0,3.9277,0.0,0
CLI00961,CLI00961,Private,17,7,15.17,2,54.166,0,0.175,3.55,0,3.1754,1.0,0
CLI00962,CLI00962,Alta Renda,79,6,13.07,2,4.748,0,0.15,1.45,0,4.8141,0.0,0
CLI00963,CLI00963,Alta Renda,13,6,16.13,3,4.481,0,0.225,4.51,0,3.6585,0.0,0
CLI00964,CLI00964,Alta Renda,46,2,5.04,3,9.364,0,0.075,-6.58,0,5.3374,0.0,0
CLI00965,CLI00965,Alta Renda,90,2,13.63,5,6.959,0,0.125,2.01,0,8.0824,0.0,0
CLI00966,CLI00966,Private,77,6,10.51,3,85.92,0,0.225,-1.11,0,6.0397,1.0,0
CLI00967,CLI00967,Alta Renda,60,4,12.1,3,5.243,0,0.15,0.48,0,5.6989,0.0,0
CLI00968,CLI00968,Private,142,4,10.56,6,35.482,1,0.3,-1.06,0,9.6572,1.0,1
CLI00969,CLI00969,Private,52,3,13.78,1,24.355,0,0.0375,2.16,0,2.752,1.0,0
CLI00970,CLI00970,Private,109,5,10.82,2,49.242,0,0.125,-0.8,0,5.164,1.0,0
CLI00971,CLI00971,Wealth,47,3,7.08,5,150.413,0,0.1875,-4.54,0,6.9363,2.0,0
CLI00972,CLI00972,Private,65,5,11.86,3,44.494,0,0.1875,0.24,0,5.8081,1.0,0
CLI00973,CLI00973,Alta Renda,17,2,10.6,3,10.933,0,0.075,-1.02,0,4.0069,0.0,0
CLI00974,CLI00974,Alta Renda,135,1,11.15,2,5.129,0,0.025,-0.47,0,5.3971,0.0,0
CLI00975,CLI00975,Alta Renda,12,3,-1.89,3,3.0,0,0.1125,-13.51,0,3.5558,0.0,0
CLI00976,CLI00976,Private,85,3,14.37,3,23.733,0,0.1125,2.75,0,6.175,1.0,0
CLI00977,CLI00977,Alta Renda,136,5,10.18,3,14.573,0,0.1875,-1.44,0,6.8205,0.0,0
CLI00978,CLI00978,Private,114,8,5.84,6,27.208,1,0.6,-5.78,0,9.2332,1.0,1
CLI00979,CLI00979,Private,8,2,15.37,0,19.424,0,0.0,3.75,0,0.0,1.0,0
CLI00980,CLI00980,Alta Renda,32,2,14.17,3,4.439,0,0.075,2.55,0,4.8472,0.0,0
CLI00981,CLI00981,Private,119,7,10.13,2,30.908,1,0.175,-1.49,0,5.2596,1.0,1
CLI00982,CLI00982,Alta Renda,112,8,6.66,4,4.714,0,0.4,-4.96,0,7.6084,0.0,0
CLI00983,CLI00983,Alta Renda,45,5,12.25,0,4.725,0,0.0,0.63,0,0.0,0.0,0
CLI00984,CLI00984,Private,134,2,12.02,2,33.5,0,0.05,0.4,0,5.389,1.0,0
CLI00985,CLI00985,Private,13,8,15.38,3,17.534,0,0.3,3.76,0,3.6585,1.0,0
CLI00986,CLI00986,Private,106,6,9.64,2,14.693,0,0.15,-1.98,0,5.1336,1.0,0
CLI00987,CLI00987,Alta Renda,129,8,16.52,0,7.233,0,0.0,4.9,0,0.0,0.0,0
CLI00988,CLI00988,Alta Renda,112,4,9.23,2,6.02,0,0.1,-2.39,0,5.1936,0.0,0
CLI00989,CLI00989,Private,106,7,5.85,3,12.637,1,0.2625,-5.77,0,6.4779,1.0,1
CLI00990,CLI00990,Private,9,6,6.74,3,35.95,0,0.225,-4.88,0,3.1921,1.0,0
CLI00991,CLI00991,Private,115,1,11.24,2,27.808,0,0.025,-0.38,0,5.2224,1.0,0
CLI00992,CLI00992,Alta Renda,24,3,11.22,10,12.053,0,0.375,-0.4,0,7.7185,0.0,0
CLI00993,CLI00993,Private,37,7,12.88,3,26.631,0,0.2625,1.26,0,5.0428,1.0,0
CLI00994,CLI00994,Alta Renda,142,1,11.12,3,17.3,0,0.0375,-0.5,0,6.88,0.0,0
CLI00995,CLI00995,Alta Renda,17,3,15.6,1,4.818,1,0.0375,3.98,0,2.0035,0.0,1
CLI00996,CLI00996,Wealth,51,4,10.4,4,70.508,0,0.2,-1.22,0,6.3593,2.0,0
CLI00997,CLI00997,Alta Renda,124,8,3.12,2,4.179,1,0.2,-8.5,0,5.3044,0.0,1
CLI00998,CLI00998,Wealth,21,2,10.99,1,73.998,0,0.025,-0.63,0,2.1425,2.0,0
CLI00999,CLI00999,Alta Renda,134,6,3.07,2,5.253,0,0.15,-8.55,0,5.389,0.0,0
CLI01000,CLI01000,Alta Renda,68,5,12.64,0,8.912,0,0.0,1.02,0,0.0,0.0,0
CLI01001,CLI01001,Private,114,6,15.94,0,37.0,0,0.0,4.32,0,0.0,1.0,0
CLI01002,CLI01002,Wealth,124,4,7.36,4,120.25,1,0.2,-4.26,0,7.7709,2.0,1
CLI01003,CLI01003,Private,26,1,17.46,2,16.308,0,0.025,5.84,0,3.6208,1.0,0
CLI01004,CLI01004,Private,18,5,15.04,4,14.732,1,0.25,3.42,0,4.7389,1.0,1
CLI01005,CLI01005,Private,9,2,16.57,2,32.358,0,0.05,4.95,0,2.5296,1.0,0
CLI01006,CLI01006,Private,107,4,12.3,1,9.924,0,0.05,0.68,0,3.2454,1.0,0
CLI01007,CLI01007,Wealth,64,5,7.33,2,76.778,0,0.125,-4.29,0,4.586,2.0,0
CLI01008,CLI01008,Alta Renda,133,4,14.78,2,6.566,0,0.1,3.16,0,5.3808,0.0,0
CLI01009,CLI01009,Private,32,8,8.88,3,23.97,0,0.3,-2.74,0,4.8472,1.0,0
CLI01010,CLI01010,Alta Renda,74,4,12.0,1,5.316,0,0.05,0.38,0,2.9927,0.0,0
