cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,assessor_id,risco_saida_assessor,prob_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos,sem_historico_12m,cliente_novo_sem_contato_hist
CLI00632,Private,39,7,2.28,3.0,20.59,0,ADV0025,0,0.1058,2.178,9.2,0.129,5.6,9,0,0
CLI00633,Private,13,2,11.89,8.0,18.152,0,ADV0026,0,0.1872,3.398,32.5,-0.02,10.3,3,0,0
CLI00634,Alta Renda,84,7,10.44,2.816326530612245,4.181,0,ADV0005,0,0.154,0.644,20.0,0.342,1.9,6,0,0
CLI00635,Alta Renda,92,7,14.23,3.0,11.446,0,ADV0021,0,0.1223,1.4,4.9,0.108,14.3,5,0,0
CLI00636,Private,93,5,19.66,4.0,31.714,0,ADV0026,0,0.1872,5.937,20.6,0.12,24.3,7,0,0
CLI00637,Alta Renda,74,5,9.47,1.0,7.484,1,ADV0011,0,0.0656,0.491,8.6,-0.032,24.2,4,0,0
CLI00638,Alta Renda,92,3,2.85,4.0,6.369,0,ADV0013,0,0.1362,0.867,17.0,-0.122,6.1,7,0,0
CLI00639,Alta Renda,106,5,13.93,4.0,27.878,1,ADV0018,0,0.1071,2.986,14.4,-0.735,9.2,4,0,0
CLI00640,Alta Renda,13,5,17.34,4.0,3.454,0,ADV0000,1,0.1134,0.392,4.7,0.169,12.8,3,0,0
CLI00641,Alta Renda,82,1,10.22,2.0,4.659,1,ADV0016,0,0.1544,0.719,39.0,-0.249,21.4,5,0,0
CLI00642,Alta Renda,92,8,8.54,2.816326530612245,6.91,0,ADV0010,0,0.1446,0.999,10.2,-0.259,33.2,6,0,0
CLI00643,Alta Renda,48,4,9.66,3.0,26.432,0,ADV0016,0,0.1544,4.081,19.7,0.412,1.7,13,0,0
CLI00644,Alta Renda,134,3,15.07,2.816326530612245,6.919,0,ADV0006,0,0.1377,0.953,13.5,0.215,30.8,5,0,0
CLI00645,Wealth,114,1,9.59,2.963855421686747,73.488,0,ADV0045,0,0.0857,6.298,5.6,0.008,14.8,7,0,0
CLI00646,Private,22,4,12.88,2.7650602409638556,38.442,0,ADV0029,0,0.1427,5.486,11.0,-0.06,23.6,9,0,0
CLI00647,Private,138,7,11.62,3.0,49.999,1,ADV0034,0,0.056,2.8,14.0,-0.407,21.5,0,0,0
CLI00648,Private,26,1,11.18,0.0,25.575,0,ADV0040,0,0.1452,3.713,52.4,0.114,13.4,1,0,0
CLI00649,Private,63,6,14.45,1.0,16.816,0,ADV0024,0,0.102,1.715,22.1,-0.447,13.1,8,0,0
CLI00650,Alta Renda,115,1,9.49,1.0,8.14,0,ADV0004,0,0.1679,1.367,13.3,0.465,16.8,4,0,0
CLI00651,Private,140,5,9.69,3.0,127.657,0,ADV0027,0,0.1397,17.834,19.0,-0.174,10.9,3,0,0
CLI00652,Private,33,4,14.85,5.0,14.589,0,ADV0029,0,0.1427,2.082,21.2,-0.0,11.5,3,0,0
CLI00653,Private,56,3,7.35,1.0,28.941,0,ADV0038,0,0.1127,3.262,21.2,0.008,19.1,5,0,0
CLI00654,Alta Renda,10,3,7.8,6.0,5.819,0,ADV0021,0,0.1223,0.712,20.6,0.439,7.2,3,0,0
CLI00655,Alta Renda,10,4,,3.0,8.526,0,ADV0006,0,0.1377,1.174,19.6,-0.019,25.0,6,1,0
CLI00656,Alta Renda,99,5,15.07,2.0,6.021,0,ADV0014,1,0.1786,1.075,14.1,0.349,23.8,5,0,0
CLI00657,Alta Renda,101,2,11.06,0.0,10.261,0,ADV0017,0,0.0868,0.891,34.2,0.089,9.3,3,0,0
CLI00658,Private,13,1,5.98,6.0,44.702,0,ADV0032,0,0.1735,7.756,14.7,-0.212,19.2,5,0,0
CLI00659,Private,69,5,15.09,5.0,55.862,0,ADV0028,0,0.1197,6.687,13.6,0.03,17.6,7,0,0
CLI00660,Alta Renda,143,6,9.17,3.0,10.716,0,ADV0017,0,0.0868,0.93,14.8,-0.026,8.6,4,0,0
CLI00661,Family Office,43,8,7.84,3.0,1180.819,0,ADV0049,0,0.1398,165.078,15.5,-0.238,20.1,3,0,0
CLI00662,Private,116,7,10.68,0.0,19.924,0,ADV0030,0,0.1175,2.341,3.0,0.079,32.1,6,0,0
CLI00663,Alta Renda,117,4,17.71,1.0,6.154,1,ADV0011,0,0.0656,0.404,18.3,-0.228,29.9,2,0,0
CLI00664,Alta Renda,86,8,9.84,3.0,3.769,0,ADV0005,0,0.154,0.58,12.1,0.122,4.1,8,0,0
CLI00665,Alta Renda,141,1,13.92,2.0,7.37,0,ADV0007,0,0.068,0.501,2.8,0.043,18.0,4,0,0
CLI00666,Alta Renda,109,3,14.55,2.606741573033708,15.136,1,ADV0011,0,0.0656,0.993,20.3,-0.399,24.3,5,0,0
CLI00667,Alta Renda,78,7,13.36,5.0,4.443,0,ADV0008,0,0.1289,0.573,15.4,0.169,8.2,3,0,0
CLI00668,Alta Renda,54,8,16.84,2.0,8.411,0,ADV0009,0,0.1144,0.962,4.3,-0.137,25.0,6,0,0
CLI00669,Alta Renda,41,2,8.53,4.0,3.607,0,ADV0014,1,0.1786,0.644,8.0,-0.682,7.5,7,0,0
CLI00670,Alta Renda,131,8,7.12,5.0,3.951,0,ADV0009,0,0.1144,0.452,29.6,0.028,10.8,6,0,0
CLI00671,Wealth,73,6,7.04,4.0,192.441,0,ADV0045,0,0.0857,16.492,19.2,-0.122,7.7,2,0,0
CLI00672,Alta Renda,83,3,10.89,1.0,14.312,0,ADV0004,0,0.1679,2.403,18.4,0.084,6.8,2,0,0
CLI00673,Private,110,4,7.52,3.0,9.091,0,ADV0026,0,0.1872,1.702,27.3,0.44,16.8,7,0,0
CLI00674,Alta Renda,127,1,12.12,2.0,10.24,0,ADV0020,0,0.1143,1.17,6.7,0.446,4.4,4,0,0
CLI00675,Family Office,124,4,11.82,4.0,281.129,0,ADV0049,0,0.1398,39.302,4.4,-0.036,11.3,2,0,0
CLI00676,Alta Renda,119,7,15.78,2.0,8.481,0,ADV0005,0,0.154,1.306,25.0,-0.182,16.8,7,0,0
CLI00677,Alta Renda,15,1,12.72,5.0,3.0,1,ADV0019,0,0.1791,0.537,13.2,-0.061,16.8,3,0,0
CLI00678,Family Office,96,5,9.75,2.0,161.54,0,ADV0048,0,0.1202,19.417,6.6,-0.081,27.7,2,0,0
CLI00679,Wealth,7,2,,2.963855421686747,71.298,0,ADV0045,0,0.0857,6.11,2.9,0.086,11.9,7,1,0
CLI00680,Private,123,5,7.17,3.0,19.649,0,ADV0041,1,0.1061,2.085,14.9,-0.145,35.3,5,0,0
CLI00681,Alta Renda,18,5,11.34,2.0,5.165,0,ADV0012,0,0.0662,0.342,11.3,0.055,4.0,3,0,0
CLI00682,Alta Renda,100,4,12.84,2.0,9.773,0,ADV0009,0,0.1144,1.118,9.9,-0.179,17.2,6,0,0
CLI00683,Private,37,7,12.04,3.0,46.946,0,ADV0033,0,0.0642,3.014,1.3,0.261,15.0,6,0,0
CLI00684,Wealth,37,2,13.24,0.0,96.058,0,ADV0047,0,0.1208,11.604,33.9,-0.13,10.0,0,0,0
CLI00685,Private,129,8,8.8,2.0,41.046,0,ADV0028,0,0.1197,4.913,3.6,0.145,13.5,6,0,0
CLI00686,Private,16,1,16.34,2.7857142857142856,41.858,0,ADV0028,0,0.1197,5.01,10.7,-0.278,18.9,6,0,0
CLI00687,Alta Renda,15,1,19.15,3.0,3.155,0,ADV0014,1,0.1786,0.563,9.4,0.172,21.2,9,0,0
CLI00688,Private,20,6,4.77,2.7857142857142856,42.914,1,ADV0039,0,0.1042,4.472,27.7,-0.418,13.2,5,0,0
CLI00689,Alta Renda,22,3,6.39,2.6315789473684212,5.762,0,ADV0009,0,0.1144,0.659,3.0,0.057,17.4,5,0,0
CLI00690,Alta Renda,64,6,11.68,3.0,10.671,0,ADV0016,0,0.1544,1.648,18.0,0.225,7.2,3,0,0
CLI00691,Alta Renda,83,8,10.42,2.816326530612245,3.049,1,ADV0021,0,0.1223,0.373,27.3,-0.023,22.5,3,0,0
CLI00692,Private,129,6,19.46,2.0,62.568,0,ADV0025,0,0.1058,6.62,7.7,-0.226,31.1,5,0,0
CLI00693,Alta Renda,119,1,12.42,2.0,3.0,0,ADV0011,0,0.0656,0.197,17.6,0.109,22.5,2,0,0
CLI00694,Alta Renda,27,4,17.35,3.0,3.078,0,ADV0005,0,0.154,0.474,13.3,-0.185,7.7,1,0,0
CLI00695,Private,37,5,2.89,2.7857142857142856,17.578,0,ADV0030,0,0.1175,2.065,39.0,-0.089,6.3,5,0,0
CLI00696,Alta Renda,118,7,14.92,4.0,8.414,0,ADV0014,1,0.1786,1.503,11.3,0.058,48.8,3,0,0
CLI00697,Private,125,5,8.49,1.0,13.646,0,ADV0029,0,0.1427,1.947,5.9,0.299,29.8,6,0,0
CLI00698,Alta Renda,127,5,8.43,2.606741573033708,5.153,0,ADV0007,0,0.068,0.35,18.1,0.006,21.3,2,0,0
CLI00699,Private,37,2,10.46,2.0,34.97,0,ADV0023,0,0.1145,4.004,10.3,0.005,32.3,5,0,0
CLI00700,Private,124,1,5.52,2.0,14.926,0,ADV0026,0,0.1872,2.794,13.1,0.162,13.2,4,0,0
CLI00701,Alta Renda,44,8,13.36,0.0,11.346,1,ADV0002,0,0.1022,1.16,5.6,0.539,26.0,3,0,0
CLI00702,Alta Renda,17,8,12.3,3.0,7.482,0,ADV0017,0,0.0868,0.649,19.7,0.14,27.5,3,0,0
CLI00703,Alta Renda,23,7,12.62,3.0,19.692,0,ADV0006,0,0.1377,2.712,9.1,0.237,10.9,2,0,0
CLI00704,Alta Renda,131,4,15.23,2.6315789473684212,3.544,0,ADV0003,0,0.1,0.354,15.8,-0.072,18.0,5,0,0
CLI00705,Family Office,141,2,17.86,3.380952380952381,784.412,0,ADV0049,0,0.1398,109.661,45.2,-0.721,25.7,7,0,0
CLI00706,Alta Renda,51,3,9.97,3.0,8.401,0,ADV0016,0,0.1544,1.297,10.8,-0.18,6.0,7,0,0
CLI00707,Private,109,4,13.5,2.7857142857142856,13.14,1,ADV0041,1,0.1061,1.394,32.2,0.146,11.8,3,0,0
CLI00708,Alta Renda,140,6,12.73,3.0,4.52,0,ADV0012,0,0.0662,0.299,11.4,-0.007,25.3,5,0,0
CLI00709,Private,91,4,13.09,5.0,58.357,0,ADV0034,0,0.056,3.268,7.8,-0.075,15.3,5,0,0
CLI00710,Private,94,4,13.15,3.0,32.538,0,ADV0039,0,0.1042,3.39,30.2,0.257,14.0,3,0,0
CLI00711,Private,27,5,18.18,3.0,28.483,0,ADV0029,0,0.1427,4.065,2.1,-0.022,12.9,5,0,0
CLI00712,Private,97,4,9.57,3.0,28.84,0,ADV0023,0,0.1145,3.302,25.3,-0.46,27.0,6,0,0
CLI00713,Alta Renda,34,8,5.09,1.0,9.738,0,ADV0020,0,0.1143,1.113,1.8,-0.331,6.5,11,0,0
CLI00714,Alta Renda,18,6,8.57,3.0,7.477,0,ADV0017,0,0.0868,0.649,23.6,0.092,9.7,10,0,0
CLI00715,Wealth,7,6,,2.0,56.147,0,ADV0047,0,0.1208,6.783,13.2,-0.015,4.4,4,1,0
CLI00716,Wealth,34,1,11.6,1.0,359.042,0,ADV0043,0,0.0608,21.83,5.9,0.32,10.7,4,0,0
CLI00717,Family Office,32,4,9.54,3.0,528.332,0,ADV0048,0,0.1202,63.506,9.5,-0.161,14.8,6,0,0
CLI00718,Alta Renda,55,5,6.98,3.0,4.054,0,ADV0006,0,0.1377,0.558,20.8,-0.068,2.6,9,0,0
CLI00719,Private,100,4,12.43,6.0,26.272,0,ADV0037,0,0.1863,4.894,42.5,-0.195,7.3,2,0,0
CLI00720,Wealth,93,3,14.21,1.0,154.298,0,ADV0047,0,0.1208,18.639,3.1,-0.115,15.3,3,0,0
CLI00721,Alta Renda,49,3,12.78,4.0,6.42,0,ADV0009,0,0.1144,0.734,6.2,-0.416,17.8,3,0,0
CLI00722,Alta Renda,27,5,10.44,2.6315789473684212,7.287,0,ADV0003,0,0.1,0.729,4.0,-0.085,36.8,6,0,0
CLI00723,Private,102,1,12.12,4.0,58.122,0,ADV0037,0,0.1863,10.828,11.3,-0.011,19.6,4,0,0
CLI00724,Private,8,1,,3.0,11.285,0,ADV0028,0,0.1197,1.351,24.0,-0.03,11.8,5,1,0
CLI00725,Wealth,123,6,12.3,5.0,93.174,0,ADV0043,0,0.0608,5.665,3.5,0.473,14.6,1,0,0
CLI00726,Alta Renda,24,6,6.53,2.816326530612245,5.034,0,ADV0006,0,0.1377,0.693,13.0,0.403,14.9,3,0,0
CLI00727,Private,28,2,12.33,2.0,11.008,0,ADV0040,0,0.1452,1.598,23.5,-0.165,9.7,3,0,0
CLI00728,Alta Renda,35,5,9.65,4.0,10.442,0,ADV0010,0,0.1446,1.51,9.4,-0.45,15.7,5,0,0
CLI00729,Alta Renda,44,4,15.87,2.6315789473684212,3.97,0,ADV0008,0,0.1289,0.512,15.1,-0.022,9.3,4,0,0
CLI00730,Alta Renda,113,7,12.06,3.0,22.109,0,ADV0008,0,0.1289,2.85,28.8,0.083,16.3,8,0,0
CLI00731,Private,116,5,15.01,2.7857142857142856,15.965,0,ADV0041,1,0.1061,1.694,5.3,-0.189,12.9,2,0,0
CLI00732,Private,30,2,10.23,3.0,33.305,0,ADV0033,0,0.0642,2.138,2.4,-0.178,11.5,4,0,0
CLI00733,Private,133,6,10.38,3.0,82.716,0,ADV0026,0,0.1872,15.484,16.4,0.348,11.7,4,0,0
CLI00734,Alta Renda,116,5,17.78,3.0,11.828,0,ADV0017,0,0.0868,1.027,16.7,-0.057,21.7,5,0,0
CLI00735,Wealth,141,5,13.33,3.0,82.511,0,ADV0045,0,0.0857,7.071,8.9,0.146,20.4,3,0,0
CLI00736,Alta Renda,111,6,8.5,5.0,8.48,0,ADV0019,0,0.1791,1.519,7.6,-0.205,11.1,7,0,0
CLI00737,Private,77,8,15.27,2.0,47.165,0,ADV0041,1,0.1061,5.004,13.4,-0.013,21.1,4,0,0
CLI00738,Alta Renda,134,2,9.26,2.816326530612245,33.476,0,ADV0021,0,0.1223,4.094,5.2,-0.074,12.7,2,0,0
CLI00739,Alta Renda,113,6,12.45,1.0,5.905,0,ADV0018,0,0.1071,0.632,5.2,-0.149,12.9,4,0,0
CLI00740,Private,10,1,,5.0,39.952,0,ADV0022,1,0.1452,5.801,20.7,0.254,9.7,5,1,0
CLI00741,Alta Renda,8,4,5.49,4.0,9.798,0,ADV0015,0,0.1504,1.474,4.9,-0.306,34.5,7,0,0
CLI00742,Private,137,6,10.76,1.0,26.69,0,ADV0038,0,0.1127,3.008,2.5,0.066,32.3,4,0,0
CLI00743,Private,109,2,13.21,3.0,12.587,0,ADV0025,0,0.1058,1.332,7.6,-0.078,8.2,7,0,0
CLI00744,Alta Renda,69,3,14.71,5.0,7.912,1,ADV0011,0,0.0656,0.519,9.6,-0.066,25.1,2,0,0
CLI00745,Wealth,111,1,6.29,3.0,49.503,0,ADV0045,0,0.0857,4.242,18.0,-0.075,17.1,3,0,0
CLI00746,Alta Renda,103,3,5.05,2.0,10.854,0,ADV0018,0,0.1071,1.162,8.1,0.191,19.2,5,0,0
CLI00747,Private,15,7,16.08,5.0,38.138,0,ADV0027,0,0.1397,5.328,31.9,-0.207,6.1,4,0,0
CLI00748,Wealth,133,6,8.47,5.0,102.403,0,ADV0045,0,0.0857,8.776,13.9,0.255,6.9,5,0,0
CLI00749,Private,51,1,8.3,4.0,94.423,1,ADV0031,0,0.1595,15.06,16.0,0.032,6.0,5,0,0
CLI00750,Alta Renda,71,4,18.01,0.0,15.939,0,ADV0005,0,0.154,2.455,17.5,-0.292,19.2,5,0,0
CLI00751,Wealth,117,6,11.79,3.0,169.486,0,ADV0047,0,0.1208,20.474,31.6,0.15,4.1,3,0,0
CLI00752,Private,18,4,11.82,1.0,24.244,0,ADV0031,0,0.1595,3.867,20.3,-0.044,8.3,3,0,0
CLI00753,Alta Renda,142,8,10.74,0.0,9.467,0,ADV0017,0,0.0868,0.822,3.3,-0.376,23.2,5,0,0
CLI00754,Alta Renda,91,5,6.36,1.0,12.415,0,ADV0006,0,0.1377,1.71,9.7,0.073,22.5,4,0,0
CLI00755,Private,95,3,14.34,4.0,20.001,0,ADV0040,0,0.1452,2.904,15.6,0.221,33.3,5,0,0
CLI00756,Private,63,1,13.22,2.0,24.314,1,ADV0031,0,0.1595,3.878,28.1,0.356,44.2,2,0,0
CLI00757,Private,59,4,12.21,8.0,40.127,0,ADV0026,0,0.1872,7.512,11.4,-0.083,60.9,8,0,0
CLI00758,Wealth,17,2,11.01,2.963855421686747,64.981,0,ADV0045,0,0.0857,5.569,10.2,0.032,10.4,4,0,0
CLI00759,Private,19,4,10.27,3.0,29.941,0,ADV0040,0,0.1452,4.347,38.9,0.011,8.7,1,0,0
CLI00760,Alta Renda,126,2,15.33,2.606741573033708,5.172,0,ADV0007,0,0.068,0.352,20.5,0.328,17.5,3,0,0
CLI00761,Alta Renda,126,6,10.91,3.0,6.25,0,ADV0016,0,0.1544,0.965,17.5,-0.178,4.5,6,0,0
CLI00762,Alta Renda,25,1,11.23,3.0,17.235,0,ADV0012,0,0.0662,1.141,8.4,-0.102,11.3,7,0,0
CLI00763,Private,80,4,13.73,3.0,48.338,0,ADV0038,0,0.1127,5.448,5.1,-0.184,14.8,5,0,0
CLI00764,Alta Renda,75,7,12.37,3.0,9.72,1,ADV0001,0,0.0542,0.527,18.1,-0.82,19.2,2,0,0
CLI00765,Private,61,4,18.4,3.0,27.444,0,ADV0028,0,0.1197,3.285,22.0,0.055,19.7,3,0,0
CLI00766,Private,106,8,4.1,2.0,24.23,0,ADV0039,0,0.1042,2.525,13.0,0.352,11.1,6,0,0
CLI00767,Wealth,137,7,12.76,2.0,117.811,0,ADV0045,0,0.0857,10.096,20.6,-0.044,5.1,3,0,0
CLI00768,Alta Renda,116,1,8.54,2.6315789473684212,8.024,1,ADV0017,0,0.0868,0.696,20.9,0.079,15.6,3,0,0
CLI00769,Private,130,8,7.54,3.0,32.124,1,ADV0042,0,0.2352,7.556,37.8,-0.202,7.2,0,0,0
CLI00770,Alta Renda,137,4,9.58,2.0,4.626,0,ADV0005,0,0.154,0.712,3.3,0.13,8.9,3,0,0
CLI00771,Wealth,25,2,11.73,4.0,86.633,0,ADV0044,0,0.1616,14.0,9.9,-0.034,4.4,4,0,0
CLI00772,Alta Renda,143,4,11.92,2.0,11.912,0,ADV0006,0,0.1377,1.64,18.5,0.309,9.4,6,0,0
CLI00773,Alta Renda,29,3,5.13,3.0,4.554,0,ADV0019,0,0.1791,0.816,13.5,-0.179,17.4,7,0,0
CLI00774,Private,42,6,9.23,2.7650602409638556,20.255,0,ADV0040,0,0.1452,2.941,21.0,-0.063,5.2,5,0,0
CLI00775,Alta Renda,59,5,12.68,2.606741573033708,3.873,0,ADV0007,0,0.068,0.263,17.5,0.065,14.2,2,0,0
CLI00776,Alta Renda,108,2,7.82,2.0,7.457,0,ADV0011,0,0.0656,0.489,1.4,0.086,11.0,3,0,0
CLI00777,Private,43,3,6.82,2.0,79.572,1,ADV0036,0,0.2067,16.448,30.0,-0.165,25.4,4,0,0
CLI00778,Private,9,7,,3.0,45.882,0,ADV0036,0,0.2067,9.484,9.0,-0.281,19.4,4,1,0
CLI00779,Private,62,6,8.71,3.0,14.474,0,ADV0031,0,0.1595,2.309,6.4,0.514,10.5,5,0,0
CLI00780,Private,25,1,6.67,2.0,17.899,0,ADV0035,0,0.0652,1.167,26.1,-0.052,13.5,8,0,0
CLI00781,Private,22,2,7.37,3.0,39.307,0,ADV0027,0,0.1397,5.491,19.9,0.024,11.0,5,0,0
CLI00782,Alta Renda,124,5,10.36,5.0,3.0,0,ADV0012,0,0.0662,0.199,28.4,0.136,9.6,2,0,0
CLI00783,Alta Renda,76,6,8.98,1.0,9.796,0,ADV0017,0,0.0868,0.85,15.7,-0.14,8.0,6,0,0
CLI00784,Alta Renda,9,7,,2.6315789473684212,8.613,0,ADV0009,0,0.1144,0.985,9.8,0.013,18.3,2,1,0
CLI00785,Wealth,19,8,2.61,2.0,269.766,0,ADV0045,0,0.0857,23.119,14.5,-0.149,29.8,2,0,0
CLI00786,Private,8,8,,3.0,31.255,0,ADV0029,0,0.1427,4.46,5.5,0.091,27.6,3,1,0
CLI00787,Alta Renda,85,5,14.66,3.0,5.765,0,ADV0020,0,0.1143,0.659,3.9,-0.061,4.8,6,0,0
CLI00788,Private,60,1,9.83,4.0,33.573,0,ADV0022,1,0.1452,4.875,7.9,0.059,29.4,5,0,0
CLI00789,Wealth,137,1,10.38,2.963855421686747,72.721,0,ADV0047,0,0.1208,8.785,33.9,-0.23,6.6,10,0,0
CLI00790,Alta Renda,125,7,11.51,1.0,6.06,0,ADV0007,0,0.068,0.412,8.6,-0.182,14.8,4,0,0
CLI00791,Private,29,2,18.13,2.0,24.951,0,ADV0029,0,0.1427,3.561,2.6,-0.3,16.6,3,0,0
CLI00792,Private,87,7,4.92,3.0,36.793,0,ADV0025,0,0.1058,3.893,11.6,-0.156,3.8,6,0,0
CLI00793,Private,65,4,9.76,2.0,25.306,0,ADV0030,0,0.1175,2.973,8.5,-0.566,11.9,0,0,0
CLI00794,Alta Renda,54,1,4.27,2.0,6.555,0,ADV0000,1,0.1134,0.743,26.9,-0.068,30.6,6,0,0
CLI00795,Wealth,68,6,13.02,3.0,182.296,0,ADV0045,0,0.0857,15.623,32.4,-0.118,1.5,1,0,0
CLI00796,Wealth,115,4,10.9,3.0,272.216,1,ADV0047,0,0.1208,32.884,13.8,0.009,51.5,4,0,0
CLI00797,Private,114,8,12.35,5.0,39.261,0,ADV0028,0,0.1197,4.7,15.7,0.01,2.1,5,0,0
CLI00798,Private,81,8,12.14,0.0,44.524,0,ADV0035,0,0.0652,2.903,16.6,0.277,16.3,7,0,0
CLI00799,Wealth,35,3,15.66,8.0,86.086,0,ADV0046,1,0.1543,13.283,12.6,0.571,4.0,2,0,0
CLI00800,Private,63,5,13.76,4.0,73.424,0,ADV0035,0,0.0652,4.787,11.0,0.25,18.0,9,0,0
CLI00801,Alta Renda,122,4,14.99,1.0,4.535,0,ADV0007,0,0.068,0.308,6.1,-0.1,26.9,6,0,0
CLI00802,Private,105,5,7.02,6.0,20.561,1,ADV0028,0,0.1197,2.461,29.1,-0.063,33.4,9,0,0
CLI00803,Private,24,7,16.51,0.0,27.814,1,ADV0030,0,0.1175,3.268,10.0,-0.154,26.4,10,0,0
CLI00804,Alta Renda,99,4,8.47,2.816326530612245,7.748,0,ADV0021,0,0.1223,0.948,12.3,-0.37,11.1,9,0,0
CLI00805,Private,118,7,8.71,1.0,13.475,0,ADV0037,0,0.1863,2.51,3.5,-0.069,30.4,6,0,0
CLI00806,Wealth,68,3,12.64,3.0,75.031,0,ADV0047,0,0.1208,9.064,15.2,-0.052,44.2,2,0,0
CLI00807,Wealth,121,1,12.77,1.0,200.384,0,ADV0046,1,0.1543,30.919,13.7,0.129,14.3,7,0,0
CLI00808,Private,118,8,7.0,2.7650602409638556,83.76,0,ADV0022,1,0.1452,12.162,8.5,0.135,10.2,7,0,0
CLI00809,Alta Renda,52,3,10.77,1.0,6.103,0,ADV0005,0,0.154,0.94,10.6,-0.164,7.4,9,0,0
CLI00810,Family Office,62,8,17.75,8.0,738.183,0,ADV0049,0,0.1398,103.198,4.2,-0.091,21.5,3,0,0
CLI00811,Wealth,123,1,5.33,1.0,34.56,0,ADV0043,0,0.0608,2.101,22.7,0.098,25.5,6,0,0
CLI00812,Alta Renda,50,7,17.74,3.0,7.447,0,ADV0006,0,0.1377,1.025,22.5,-0.176,10.2,4,0,0
CLI00813,Wealth,9,1,,4.0,145.528,0,ADV0046,1,0.1543,22.455,4.9,0.265,34.6,3,1,0
CLI00814,Wealth,52,8,1.68,2.963855421686747,39.509,0,ADV0045,0,0.0857,3.386,5.0,0.134,20.4,2,0,0
CLI00815,Private,52,8,5.76,3.0,8.558,0,ADV0025,0,0.1058,0.905,6.1,0.038,14.2,2,0,0
CLI00816,Private,83,5,7.45,4.0,76.855,0,ADV0029,0,0.1427,10.967,19.1,0.086,16.7,2,0,0
CLI00817,Alta Renda,129,6,8.88,5.0,6.425,0,ADV0019,0,0.1791,1.151,16.6,-0.103,6.2,3,0,0
CLI00818,Alta Renda,80,3,11.06,6.0,5.766,0,ADV0002,0,0.1022,0.589,25.9,-0.138,21.4,2,0,0
CLI00819,Alta Renda,108,4,0.15,3.0,8.159,0,ADV0017,0,0.0868,0.708,27.7,-0.093,6.5,3,0,0
CLI00820,Private,142,8,12.28,2.0,29.615,0,ADV0041,1,0.1061,3.142,3.2,0.11,9.3,9,0,0
CLI00821,Alta Renda,95,3,7.07,3.0,10.757,0,ADV0000,1,0.1134,1.22,18.6,0.044,12.8,7,0,0
CLI00822,Alta Renda,74,5,17.34,6.0,5.245,0,ADV0017,0,0.0868,0.455,27.0,-0.093,40.0,7,0,0
CLI00823,Alta Renda,66,1,10.37,2.0,8.701,0,ADV0019,0,0.1791,1.558,10.1,0.165,15.8,2,0,0
CLI00824,Private,143,5,15.46,4.0,35.991,0,ADV0027,0,0.1397,5.028,12.8,-0.038,7.0,7,0,0
CLI00825,Wealth,55,2,16.16,3.0,243.483,0,ADV0046,1,0.1543,37.569,11.5,-0.153,16.7,3,0,0
CLI00826,Alta Renda,8,2,,1.0,9.315,1,ADV0017,0,0.0868,0.809,13.9,0.09,22.9,10,1,0
CLI00827,Alta Renda,112,4,9.12,3.0,3.455,0,ADV0017,0,0.0868,0.3,22.7,-0.223,28.2,4,0,0
CLI00828,Private,118,5,9.07,3.0,25.351,0,ADV0037,0,0.1863,4.723,38.0,-0.371,13.2,7,0,0
CLI00829,Private,99,7,10.56,2.0,28.527,0,ADV0022,1,0.1452,4.142,31.2,-0.001,7.8,1,0,0
CLI00830,Alta Renda,123,4,14.17,3.0,11.977,0,ADV0011,0,0.0656,0.786,8.8,-0.145,46.5,2,0,0
CLI00831,Private,86,7,9.36,5.0,39.847,0,ADV0022,1,0.1452,5.786,15.8,-0.056,16.7,5,0,0
CLI00832,Alta Renda,114,4,11.0,4.0,21.692,1,ADV0007,0,0.068,1.475,9.3,-0.357,7.8,8,0,0
CLI00833,Alta Renda,56,2,12.65,4.0,6.669,0,ADV0009,0,0.1144,0.763,7.5,0.266,13.1,4,0,0
CLI00834,Private,40,4,7.7,5.0,10.488,0,ADV0024,0,0.102,1.07,12.4,-0.146,9.3,5,0,0
CLI00835,Alta Renda,51,2,7.43,2.816326530612245,6.371,0,ADV0021,0,0.1223,0.779,7.3,-0.095,29.3,4,0,0
CLI00836,Wealth,74,8,10.84,8.0,93.374,0,ADV0046,1,0.1543,14.408,8.3,0.083,19.5,6,0,0
CLI00837,Alta Renda,98,1,11.39,4.0,6.226,0,ADV0017,0,0.0868,0.54,15.5,-0.303,10.7,5,0,0
CLI00838,Private,69,7,13.32,1.0,18.933,1,ADV0029,0,0.1427,2.702,20.8,-0.659,25.7,4,0,0
CLI00839,Private,54,5,14.32,4.0,16.864,0,ADV0031,0,0.1595,2.69,18.1,0.084,12.4,2,0,0
CLI00840,Alta Renda,79,8,6.88,4.0,9.848,1,ADV0000,1,0.1134,1.117,27.4,-0.364,14.7,3,0,0
CLI00841,Private,10,8,,1.0,36.622,0,ADV0033,0,0.0642,2.351,4.4,-0.198,7.7,3,1,0
CLI00842,Alta Renda,105,4,7.42,1.0,9.271,0,ADV0009,0,0.1144,1.061,7.0,0.133,7.6,3,0,0
CLI00843,Family Office,75,2,17.43,5.0,1013.572,0,ADV0048,0,0.1202,121.831,13.4,-0.179,44.6,4,0,0
