cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,saldo_bi,churn,assessor_id,risco_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos
CLI00753,Varejo,118,2,9.74,1,0.5069,0,ADV0101,0,0.0,3.3,-0.376,23.2,5
CLI00754,Varejo,19,5,5.18,5,0.8421,0,ADV0042,0,0.0,9.7,0.073,22.5,4
CLI00755,Alta Renda,23,5,12.03,4,0.2409,0,ADV0239,1,0.2409,15.6,0.221,33.3,5
CLI00756,Varejo,30,4,11.63,1,0.3186,0,ADV0186,0,0.0,19.8,0.282,40.2,2
CLI00757,Varejo,39,7,12.33,3,0.1806,0,ADV0161,1,0.1806,11.4,-0.083,60.9,8
CLI00758,Wealth,108,2,13.25,5,0.4147,0,ADV0268,0,0.0,10.2,0.032,10.4,4
CLI00759,Alta Renda,111,8,8.15,3,0.0491,0,ADV0237,0,0.0,38.9,0.011,8.7,1
CLI00760,Varejo,25,1,12.65,2,0.0265,1,ADV0046,0,0.0,53.3,0.238,23.9,3
CLI00761,Varejo,128,1,13.36,5,0.0563,0,ADV0094,1,0.0563,17.5,-0.178,4.5,6
CLI00762,Varejo,111,6,9.45,5,0.2182,0,ADV0076,1,0.2182,8.4,-0.102,11.3,7
CLI00763,Alta Renda,136,3,13.26,4,0.0305,0,ADV0224,0,0.0,5.1,-0.184,14.8,5
CLI00764,Varejo,106,6,11.84,0,0.0726,1,ADV0012,0,0.0,18.1,-0.82,19.2,2
CLI00765,Varejo,72,8,8.85,3,0.0756,0,ADV0171,0,0.0,22.0,0.055,19.7,3
CLI00766,Alta Renda,129,6,12.69,1,0.4567,0,ADV0230,0,0.0,13.0,0.352,11.1,6
CLI00767,Alta Renda,108,1,10.28,0,0.3899,0,ADV0262,0,0.0,20.6,-0.044,5.1,3
CLI00768,Varejo,5,4,14.43,1,0.1812,0,ADV0104,0,0.0,20.9,-0.194,6.0,3
CLI00769,Alta Renda,3,5,10.5,4,0.2971,0,ADV0246,0,0.0,23.0,0.041,2.3,0
CLI00770,Varejo,132,7,6.08,2,0.3048,1,ADV0034,0,0.0,14.4,-0.195,14.8,3
CLI00771,Alta Renda,104,5,12.62,8,0.103,0,ADV0253,0,0.0,9.9,-0.034,4.4,4
CLI00772,Varejo,64,5,12.46,6,0.0817,0,ADV0039,0,0.0,18.5,0.309,9.4,6
CLI00773,Varejo,106,2,6.96,3,1.2186,0,ADV0118,0,0.0,13.5,-0.179,17.4,7
CLI00774,Alta Renda,98,1,14.65,1,0.0065,0,ADV0240,0,0.0,21.0,-0.063,5.2,5
CLI00775,Varejo,10,8,14.43,3,0.0631,0,ADV0046,0,0.0,17.5,0.065,14.2,2
CLI00776,Varejo,128,8,7.85,3,0.1268,0,ADV0070,0,0.0,1.4,0.086,11.0,3
CLI00777,Alta Renda,46,7,8.73,3,0.3423,0,ADV0217,0,0.0,26.6,0.01,16.8,4
CLI00778,Alta Renda,66,4,10.9,3,0.7234,0,ADV0217,0,0.0,9.0,-0.281,19.4,4
CLI00779,Varejo,112,2,8.31,3,1.8473,0,ADV0192,0,0.0,6.4,0.514,10.5,5
CLI00780,Alta Renda,13,3,14.19,2,0.1467,0,ADV0209,0,0.0,26.1,-0.052,13.5,8
CLI00781,Varejo,137,4,12.13,2,0.1601,0,ADV0163,0,0.0,19.9,0.024,11.0,5
CLI00782,Varejo,86,6,6.91,0,0.2648,0,ADV0076,1,0.2648,28.4,0.136,9.6,2
CLI00783,Varejo,90,4,8.05,3,0.0829,0,ADV0105,0,0.0,15.7,-0.14,8.0,6
CLI00784,Varejo,58,4,16.49,2,0.0355,1,ADV0057,0,0.0,10.5,-0.106,26.0,2
CLI00785,Wealth,54,5,17.95,4,0.1459,0,ADV0272,0,0.0,14.5,-0.149,29.8,2
CLI00786,Varejo,12,4,13.76,2,0.4356,0,ADV0175,0,0.0,5.5,0.091,27.6,3
CLI00787,Varejo,14,8,10.61,3,0.1205,1,ADV0120,0,0.0,5.5,-0.031,16.1,6
CLI00788,Varejo,121,6,9.65,2,0.2829,0,ADV0139,0,0.0,7.9,0.059,29.4,5
CLI00789,Wealth,121,6,13.81,3,0.0146,0,ADV0284,0,0.0,33.9,-0.23,6.6,10
CLI00790,Varejo,20,1,11.82,2,0.1693,1,ADV0047,1,0.1693,8.8,-0.441,22.2,4
CLI00791,Varejo,75,4,4.74,2,0.0978,0,ADV0176,0,0.0,2.6,-0.3,16.6,3
CLI00792,Varejo,70,5,15.83,3,0.0315,0,ADV0152,0,0.0,11.6,-0.156,3.8,6
CLI00793,Varejo,56,4,17.15,3,0.3884,1,ADV0183,0,0.0,11.0,-0.333,13.7,0
CLI00794,Varejo,101,3,14.6,2,1.8209,0,ADV0006,0,0.0,26.9,-0.068,30.6,6
CLI00795,Alta Renda,132,3,6.92,3,0.5987,0,ADV0261,0,0.0,32.4,-0.118,1.5,1
CLI00796,Wealth,111,5,8.83,5,0.6504,0,ADV0280,0,0.0,9.5,0.033,51.1,4
CLI00797,Varejo,125,1,3.7,1,0.4174,1,ADV0169,0,0.0,27.6,0.354,10.1,5
CLI00798,Alta Renda,132,1,18.2,2,0.383,0,ADV0210,1,0.383,16.6,0.277,16.3,7
CLI00799,Wealth,20,6,10.0,2,0.0159,0,ADV0276,0,0.0,12.6,0.571,4.0,2
CLI00800,Alta Renda,138,6,21.3,3,0.14,0,ADV0213,1,0.14,11.0,0.25,18.0,9
CLI00801,Varejo,24,2,19.71,3,0.3202,0,ADV0046,0,0.0,6.1,-0.1,26.9,6
CLI00802,Varejo,37,5,7.71,4,0.3298,0,ADV0173,0,0.0,2.2,-0.109,22.5,9
CLI00803,Varejo,54,4,8.53,1,0.8635,0,ADV0182,0,0.0,6.0,0.191,24.8,10
CLI00804,Varejo,103,7,13.46,1,0.0432,0,ADV0127,0,0.0,12.3,-0.37,11.1,9
CLI00805,Alta Renda,38,5,4.13,2,0.364,0,ADV0222,0,0.0,3.5,-0.069,30.4,6
CLI00806,Wealth,4,2,9.66,3,0.0414,0,ADV0280,0,0.0,15.2,-0.052,44.2,2
CLI00807,Wealth,57,6,9.24,2,0.1255,1,ADV0278,0,0.0,18.4,0.141,19.0,7
CLI00808,Varejo,20,5,19.27,2,0.1525,0,ADV0136,0,0.0,8.5,0.135,10.2,7
CLI00809,Varejo,17,5,12.18,3,0.5073,0,ADV0034,0,0.0,10.6,-0.164,7.4,9
CLI00810,Corporate,119,6,10.3,3,0.4354,0,ADV0296,0,0.0,4.2,-0.091,21.5,3
CLI00811,Alta Renda,71,8,8.85,5,0.1933,0,ADV0251,0,0.0,22.7,0.098,25.5,6
CLI00812,Varejo,4,2,15.26,0,0.0101,1,ADV0038,0,0.0,25.0,-0.035,10.8,4
CLI00813,Wealth,14,6,9.41,8,0.2947,0,ADV0276,0,0.0,4.9,0.265,34.6,3
CLI00814,Alta Renda,3,1,11.29,4,0.1167,0,ADV0260,0,0.0,5.0,0.134,20.4,2
CLI00815,Varejo,80,4,8.82,1,1.0094,0,ADV0157,0,0.0,6.1,0.038,14.2,2
CLI00816,Varejo,55,6,5.13,6,0.7405,0,ADV0177,0,0.0,19.1,0.086,16.7,2
CLI00817,Varejo,132,2,7.32,0,0.0488,0,ADV0119,0,0.0,16.6,-0.103,6.2,3
CLI00818,Varejo,120,3,9.39,7,0.3523,0,ADV0018,0,0.0,25.9,-0.138,21.4,2
CLI00819,Varejo,24,1,10.39,1,0.3615,1,ADV0101,0,0.0,27.8,-0.168,10.6,3
CLI00820,Alta Renda,82,3,10.58,3,0.3289,1,ADV0241,0,0.0,5.4,0.306,28.1,9
CLI00821,Varejo,60,7,11.13,1,0.2779,0,ADV0001,0,0.0,18.6,0.044,12.8,7
CLI00822,Varejo,49,6,9.45,1,0.375,0,ADV0101,0,0.0,27.0,-0.093,40.0,7
CLI00823,Varejo,63,1,17.17,1,1.1641,0,ADV0118,0,0.0,10.1,0.165,15.8,2
CLI00824,Varejo,110,4,15.48,8,0.0807,1,ADV0162,0,0.0,14.1,-0.177,9.6,7
CLI00825,Wealth,109,6,10.93,1,0.0509,0,ADV0276,0,0.0,11.5,-0.153,16.7,3
CLI00826,Varejo,76,4,12.57,3,0.4573,0,ADV0105,0,0.0,11.8,0.056,19.6,10
CLI00827,Varejo,30,8,9.94,4,0.0143,1,ADV0105,0,0.0,25.9,-0.336,43.2,4
CLI00828,Alta Renda,58,5,-0.44,3,0.3868,0,ADV0222,0,0.0,38.0,-0.371,13.2,7
CLI00829,Varejo,117,3,11.59,3,0.3073,0,ADV0136,0,0.0,31.2,-0.001,7.8,1
CLI00830,Varejo,100,1,12.78,4,0.0078,0,ADV0068,1,0.0078,8.8,-0.145,46.5,2
CLI00831,Varejo,19,4,4.73,5,0.0723,0,ADV0136,0,0.0,15.8,-0.056,16.7,5
CLI00832,Varejo,94,2,13.6,6,1.2824,0,ADV0042,0,0.0,6.9,-0.213,7.0,8
CLI00833,Varejo,113,4,10.32,3,0.0249,0,ADV0055,0,0.0,7.5,0.266,13.1,4
CLI00834,Varejo,63,2,12.92,2,0.2179,0,ADV0150,0,0.0,12.4,-0.146,9.3,5
CLI00835,Varejo,116,6,10.45,3,0.0448,0,ADV0125,0,0.0,7.3,-0.095,29.3,4
CLI00836,Wealth,113,1,16.75,6,0.0658,0,ADV0274,0,0.0,8.3,0.083,19.5,6
CLI00837,Varejo,47,4,12.45,2,1.9961,0,ADV0108,0,0.0,15.5,-0.303,10.7,5
CLI00838,Varejo,57,7,15.71,4,0.1941,0,ADV0174,0,0.0,18.5,-0.319,25.6,4
CLI00839,Varejo,118,4,16.06,3,0.3237,0,ADV0190,0,0.0,18.1,0.084,12.4,2
CLI00840,Varejo,45,8,6.8,1,0.1428,1,ADV0005,0,0.0,27.4,-0.364,14.7,3
CLI00841,Alta Renda,4,7,8.4,3,0.0231,0,ADV0200,0,0.0,4.4,-0.198,7.7,3
CLI00842,Varejo,47,1,13.4,3,0.0354,0,ADV0055,0,0.0,7.0,0.133,7.6,3
CLI00843,Wealth,143,8,9.96,2,0.7649,0,ADV0288,0,0.0,13.4,-0.179,44.6,4
CLI00844,Varejo,47,4,10.5,3,0.2016,1,ADV0045,0,0.0,26.7,-0.555,48.2,3
CLI00845,Varejo,78,2,16.9,5,0.0607,0,ADV0124,0,0.0,51.2,-0.197,2.6,2
CLI00846,Varejo,124,4,10.2,4,0.1606,0,ADV0027,0,0.0,16.2,0.067,6.4,6
CLI00847,Corporate,75,3,7.43,4,0.3907,1,ADV0298,0,0.0,31.6,-0.001,10.4,6
CLI00848,Varejo,103,6,8.0,5,0.2984,0,ADV0151,1,0.2984,4.0,-0.409,14.0,2
CLI00849,Varejo,137,5,20.67,2,0.0608,1,ADV0178,0,0.0,21.4,-0.286,10.0,3
CLI00850,Varejo,90,2,10.75,8,0.0213,1,ADV0022,0,0.0,61.6,0.159,33.4,5
CLI00851,Alta Renda,69,3,5.77,4,0.0974,0,ADV0225,0,0.0,7.0,-0.093,10.6,6
CLI00852,Varejo,61,7,4.07,1,0.6989,0,ADV0065,0,0.0,8.5,-0.249,41.8,5
CLI00853,Wealth,138,6,8.88,4,0.5019,0,ADV0269,0,0.0,23.1,0.093,12.7,7
CLI00854,Varejo,50,1,10.67,4,0.2818,0,ADV0064,0,0.0,13.3,0.22,47.4,5
CLI00855,Varejo,3,2,15.49,1,0.1324,0,ADV0060,0,0.0,2.0,0.196,11.6,6
CLI00856,Varejo,107,5,15.08,1,0.0844,0,ADV0012,0,0.0,8.9,0.081,11.8,3
CLI00857,Varejo,113,6,11.47,5,0.1356,0,ADV0142,0,0.0,32.3,0.022,24.5,4
CLI00858,Varejo,94,7,9.59,4,0.4567,0,ADV0169,0,0.0,10.6,-0.198,22.2,5
CLI00859,Varejo,118,8,12.93,2,0.6146,0,ADV0022,0,0.0,10.6,0.19,4.6,10
CLI00860,Alta Renda,81,8,4.16,2,0.1176,0,ADV0233,0,0.0,22.2,0.178,14.2,4
CLI00861,Varejo,109,5,19.82,2,4.4687,1,ADV0137,0,0.0,29.7,-0.18,12.4,3
CLI00862,Varejo,51,1,14.25,5,0.1864,0,ADV0158,0,0.0,10.1,0.08,9.4,1
CLI00863,Varejo,35,1,15.14,4,0.1053,1,ADV0132,1,0.1053,10.0,-0.265,15.2,3
CLI00864,Varejo,46,7,6.99,3,1.1257,0,ADV0119,0,0.0,66.4,0.194,10.9,5
CLI00865,Varejo,69,2,16.89,4,0.0117,1,ADV0168,0,0.0,31.8,-0.301,16.3,9
CLI00866,Varejo,93,7,9.57,6,0.3085,0,ADV0047,1,0.3085,18.2,-0.189,6.1,6
CLI00867,Varejo,64,4,7.5,2,0.1504,1,ADV0057,0,0.0,23.7,-0.224,6.2,5
CLI00868,Alta Renda,49,1,11.34,4,1.0862,0,ADV0257,0,0.0,11.9,-0.222,25.1,3
CLI00869,Wealth,74,6,11.24,3,0.3629,0,ADV0284,0,0.0,16.5,-0.011,27.5,1
CLI00870,Varejo,5,4,6.97,3,0.1981,0,ADV0112,0,0.0,11.0,-0.054,24.1,5
CLI00871,Varejo,100,8,7.74,1,0.3912,0,ADV0082,0,0.0,6.5,0.472,13.8,11
CLI00872,Varejo,70,8,7.41,4,0.0419,1,ADV0193,0,0.0,21.1,-0.171,10.6,6
CLI00873,Varejo,90,3,7.45,0,0.5809,0,ADV0122,1,0.5809,10.3,0.213,8.4,4
CLI00874,Varejo,4,5,9.87,4,0.0288,0,ADV0009,0,0.0,17.5,0.104,7.3,2
CLI00875,Varejo,126,4,5.67,1,0.2634,1,ADV0048,0,0.0,26.0,-0.767,13.6,2
CLI00876,Alta Renda,39,5,8.6,1,0.1731,0,ADV0216,0,0.0,18.1,-0.061,27.1,5
CLI00877,Alta Renda,129,7,15.89,3,0.0167,0,ADV0199,0,0.0,6.1,-0.04,7.9,4
CLI00878,Varejo,24,4,14.96,2,0.1808,1,ADV0009,0,0.0,10.0,-0.108,27.4,3
CLI00879,Varejo,57,7,7.09,1,0.2385,0,ADV0068,1,0.2385,10.4,0.086,3.9,4
CLI00880,Varejo,100,3,15.52,2,0.0706,1,ADV0070,0,0.0,28.0,0.322,25.0,4
CLI00881,Alta Renda,70,1,3.24,2,0.0443,1,ADV0202,1,0.0443,24.2,-0.257,21.7,6
CLI00882,Varejo,41,8,21.7,4,0.3134,1,ADV0007,0,0.0,9.3,-0.537,9.6,5
CLI00883,Varejo,60,3,16.96,5,0.2647,0,ADV0033,0,0.0,4.3,-0.306,5.8,6
CLI00884,Alta Renda,108,8,9.15,3,0.222,0,ADV0241,0,0.0,52.7,0.282,23.0,6
CLI00885,Varejo,57,1,13.11,3,0.1672,0,ADV0055,0,0.0,17.7,0.485,13.8,6
CLI00886,Alta Renda,31,7,5.62,1,0.0791,0,ADV0196,0,0.0,3.8,0.264,56.2,4
CLI00887,Varejo,84,1,11.75,0,3.1703,0,ADV0073,0,0.0,8.4,-0.277,27.4,7
CLI00888,Varejo,36,8,10.73,2,0.1122,1,ADV0031,1,0.1122,28.5,-0.016,42.0,3
CLI00889,Varejo,108,8,7.99,7,0.0537,0,ADV0074,0,0.0,44.9,0.225,1.2,7
CLI00890,Alta Renda,106,5,9.53,0,0.1774,1,ADV0217,0,0.0,41.3,-0.322,8.5,2
CLI00891,Alta Renda,86,6,9.12,1,0.1307,0,ADV0256,0,0.0,17.2,0.108,5.3,5
CLI00892,Alta Renda,135,3,6.75,8,0.1088,0,ADV0249,1,0.1088,13.1,-0.1,2.1,2
CLI00893,Varejo,14,4,7.9,3,1.89,0,ADV0118,0,0.0,5.6,0.336,13.1,4
CLI00894,Alta Renda,120,8,5.44,6,0.0381,0,ADV0201,0,0.0,13.9,0.08,22.6,8
CLI00895,Varejo,138,3,15.1,2,0.1735,0,ADV0064,0,0.0,6.2,-0.202,6.3,3
CLI00896,Varejo,80,5,7.59,4,0.0415,1,ADV0089,0,0.0,12.1,0.049,4.3,6
CLI00897,Wealth,106,1,6.37,4,0.0818,0,ADV0268,0,0.0,23.1,0.233,6.7,6
CLI00898,Varejo,70,5,15.03,3,1.5793,0,ADV0005,0,0.0,10.9,0.044,12.0,6
CLI00899,Varejo,44,2,13.05,4,0.2383,0,ADV0027,0,0.0,10.4,0.105,11.4,3
CLI00900,Varejo,73,2,14.88,3,0.2346,0,ADV0064,0,0.0,12.6,-0.015,13.5,4
CLI00901,Varejo,45,4,15.35,3,0.0487,0,ADV0009,0,0.0,57.6,-0.25,17.7,5
CLI00902,Varejo,107,5,19.64,3,0.0952,0,ADV0057,0,0.0,5.1,-0.033,13.3,4
CLI00903,Varejo,84,7,10.84,2,1.7684,1,ADV0175,0,0.0,21.8,0.137,24.9,5
CLI00904,Varejo,82,4,5.38,7,0.3164,0,ADV0126,1,0.3164,38.1,-0.028,6.4,1
CLI00905,Wealth,107,7,12.64,3,0.1063,0,ADV0267,0,0.0,12.6,0.176,11.0,3
CLI00906,Alta Renda,21,4,8.69,1,0.2931,0,ADV0245,0,0.0,28.6,-0.086,19.7,6
CLI00907,Varejo,7,2,7.48,4,0.2341,0,ADV0104,0,0.0,4.1,-0.072,16.2,6
CLI00908,Varejo,70,4,11.92,2,0.0555,0,ADV0078,0,0.0,11.2,0.183,38.9,6
CLI00909,Varejo,127,2,15.14,3,0.1023,0,ADV0113,0,0.0,6.8,0.049,6.6,6
CLI00910,Varejo,143,8,7.99,2,3.0984,1,ADV0177,0,0.0,13.4,0.095,21.4,6
CLI00911,Varejo,143,1,16.85,3,0.2752,0,ADV0081,0,0.0,12.7,0.227,8.4,8
CLI00912,Varejo,120,7,7.34,2,0.0215,0,ADV0187,0,0.0,13.6,-0.152,7.7,4
CLI00913,Varejo,128,5,10.48,4,0.3209,0,ADV0122,1,0.3209,23.0,-0.16,26.3,10
CLI00914,Varejo,142,8,13.12,1,0.8994,0,ADV0165,0,0.0,1.2,-0.622,13.2,7
CLI00915,Varejo,57,8,9.87,3,0.051,0,ADV0131,0,0.0,8.1,-0.122,16.1,9
CLI00916,Varejo,58,4,4.04,4,0.0913,1,ADV0089,0,0.0,16.8,0.139,10.0,3
CLI00917,Wealth,21,2,15.4,4,1.0941,0,ADV0284,0,0.0,2.1,-0.456,9.2,3
CLI00918,Alta Renda,82,3,8.88,2,0.173,0,ADV0230,0,0.0,19.9,-0.209,3.6,6
CLI00919,Varejo,69,7,14.63,2,0.1373,0,ADV0042,0,0.0,8.0,0.097,15.2,6
CLI00920,Alta Renda,131,8,6.19,4,0.0291,0,ADV0259,0,0.0,11.4,-0.494,5.9,3
CLI00921,Varejo,87,4,6.91,4,0.6648,0,ADV0147,0,0.0,23.7,-0.112,12.2,8
CLI00922,Wealth,49,6,15.12,1,0.1294,0,ADV0268,0,0.0,29.4,0.251,23.4,1
CLI00923,Alta Renda,115,1,12.93,5,0.0098,0,ADV0241,0,0.0,20.3,0.449,2.8,6
CLI00924,Varejo,89,1,9.66,4,0.0214,0,ADV0127,0,0.0,4.9,0.064,65.3,1
CLI00925,Varejo,85,3,12.99,3,0.0797,1,ADV0007,0,0.0,29.4,-0.683,7.6,2
CLI00926,Varejo,128,2,7.49,6,0.041,0,ADV0081,0,0.0,20.6,-0.211,12.4,9
CLI00927,Varejo,140,4,11.96,3,0.0502,1,ADV0163,0,0.0,18.6,-0.19,19.8,4
CLI00928,Varejo,117,7,12.04,2,3.4836,1,ADV0190,0,0.0,45.4,-0.134,7.8,1
CLI00929,Varejo,127,2,9.93,3,0.4147,0,ADV0078,0,0.0,13.9,0.409,9.5,3
CLI00930,Varejo,71,1,7.99,1,0.0058,1,ADV0042,0,0.0,38.6,0.298,39.9,4
CLI00931,Alta Renda,86,2,11.8,2,0.1099,0,ADV0250,0,0.0,31.6,0.019,21.8,4
CLI00932,Corporate,33,1,11.27,1,0.1471,0,ADV0296,0,0.0,20.9,-0.074,11.2,6
CLI00933,Varejo,81,2,9.54,1,0.0242,0,ADV0158,0,0.0,16.1,0.663,13.4,8
CLI00934,Varejo,61,3,7.16,3,0.3311,0,ADV0053,0,0.0,18.0,0.138,14.8,5
CLI00935,Varejo,61,5,11.55,3,0.0116,0,ADV0082,0,0.0,37.0,-0.147,19.3,9
CLI00936,Varejo,98,3,9.55,6,0.688,0,ADV0006,0,0.0,26.2,-0.049,20.2,9
CLI00937,Wealth,28,3,7.15,1,1.0768,0,ADV0273,0,0.0,5.5,-0.193,19.9,5
CLI00938,Varejo,43,5,11.68,7,3.5196,0,ADV0036,0,0.0,17.3,-0.529,10.0,4
CLI00939,Varejo,86,5,18.25,3,0.0214,0,ADV0173,0,0.0,6.5,0.069,14.5,2
CLI00940,Varejo,17,8,9.96,0,0.0278,1,ADV0083,1,0.0278,9.9,-0.1,38.0,2
CLI00941,Varejo,98,8,17.79,4,0.4068,0,ADV0166,0,0.0,9.8,-0.359,46.4,11
CLI00942,Alta Renda,98,4,20.38,1,0.7691,0,ADV0196,0,0.0,3.7,0.012,14.2,4
CLI00943,Alta Renda,65,7,7.5,0,0.4731,1,ADV0249,1,0.4731,6.2,-0.597,9.9,12
CLI00944,Varejo,74,7,11.54,3,0.6728,0,ADV0064,0,0.0,33.6,0.115,7.2,2
CLI00945,Varejo,85,4,20.34,4,0.9899,0,ADV0004,0,0.0,7.7,-0.038,20.0,5
CLI00946,Varejo,5,3,10.99,2,0.215,1,ADV0041,0,0.0,25.3,-0.481,9.8,3
CLI00947,Wealth,2,3,11.65,3,0.1254,0,ADV0269,0,0.0,14.8,-0.216,20.1,3
CLI00948,Alta Renda,22,1,4.49,6,0.0279,0,ADV0261,0,0.0,19.1,-0.183,20.4,3
CLI00949,Varejo,112,1,9.27,3,0.1122,1,ADV0179,0,0.0,39.9,0.083,14.9,5
CLI00950,Varejo,57,7,13.83,2,0.1369,0,ADV0180,0,0.0,5.9,0.285,15.8,3
CLI00951,Alta Renda,66,4,21.7,1,0.0481,0,ADV0201,0,0.0,23.0,-0.068,11.5,8
CLI00952,Varejo,74,6,10.68,2,0.1573,0,ADV0054,0,0.0,4.5,0.27,4.4,5
CLI00953,Wealth,98,8,4.52,0,0.0415,0,ADV0274,0,0.0,7.5,-0.038,19.2,4
CLI00954,Varejo,112,6,5.6,4,0.7028,0,ADV0125,0,0.0,19.5,-0.072,18.1,3
CLI00955,Varejo,125,4,11.35,3,0.2875,0,ADV0114,0,0.0,5.6,0.013,9.8,6
CLI00956,Varejo,86,1,16.44,1,0.0909,0,ADV0157,0,0.0,1.8,0.063,46.0,9
CLI00957,Varejo,76,7,14.18,4,0.2113,0,ADV0016,0,0.0,16.7,-0.122,13.5,2
CLI00958,Varejo,88,7,13.43,0,0.0393,1,ADV0051,0,0.0,18.0,-0.29,3.9,3
CLI00959,Alta Renda,38,1,17.0,2,0.0448,0,ADV0222,0,0.0,20.7,0.173,25.9,7
CLI00960,Varejo,59,6,8.48,6,0.0725,0,ADV0027,0,0.0,10.4,0.028,22.2,3
CLI00961,Varejo,138,2,11.58,2,0.1288,0,ADV0181,0,0.0,16.5,0.009,23.9,5
CLI00962,Varejo,99,2,9.31,3,0.1986,0,ADV0075,0,0.0,16.3,0.109,6.2,7
CLI00963,Varejo,63,1,10.36,4,0.1996,0,ADV0116,0,0.0,21.7,0.147,15.5,6
CLI00964,Varejo,49,2,7.27,1,0.0298,0,ADV0088,0,0.0,19.8,-0.014,13.3,3
CLI00965,Varejo,32,5,10.06,5,0.1488,0,ADV0107,0,0.0,5.6,-0.104,11.9,1
CLI00966,Alta Renda,135,4,11.38,3,0.0571,0,ADV0217,0,0.0,10.9,0.042,30.2,6
CLI00967,Varejo,21,4,9.94,3,0.002,0,ADV0090,0,0.0,16.5,-0.351,13.6,4
CLI00968,Varejo,20,1,10.82,0,9.0093,0,ADV0170,0,0.0,32.1,-0.046,10.0,7
CLI00969,Varejo,127,3,13.2,2,0.0585,0,ADV0143,0,0.0,20.0,-0.544,10.0,3
CLI00970,Alta Renda,68,8,16.7,1,0.0629,0,ADV0200,0,0.0,30.3,-0.369,5.8,4
CLI00971,Wealth,110,6,17.01,1,0.0287,0,ADV0281,0,0.0,17.1,-0.402,14.5,4
CLI00972,Alta Renda,116,1,14.7,2,0.0418,0,ADV0220,0,0.0,26.5,0.23,31.7,1
CLI00973,Varejo,143,2,6.21,8,0.1293,1,ADV0066,0,0.0,18.9,-0.043,13.1,5
CLI00974,Varejo,120,6,9.99,3,0.9583,1,ADV0011,0,0.0,28.3,-0.299,18.1,4
CLI00975,Varejo,79,3,10.35,2,0.1284,0,ADV0079,0,0.0,10.0,0.108,11.7,1
CLI00976,Varejo,116,2,8.74,2,0.1085,1,ADV0178,0,0.0,38.0,0.017,12.8,3
CLI00977,Varejo,92,7,12.94,3,0.7869,1,ADV0017,0,0.0,22.5,0.093,25.9,7
CLI00978,Varejo,14,8,4.8,3,0.0836,1,ADV0150,0,0.0,6.3,0.12,7.3,0
CLI00979,Varejo,125,5,18.61,5,0.1699,0,ADV0179,0,0.0,16.9,0.051,3.8,7
CLI00980,Varejo,58,2,16.52,3,0.0499,0,ADV0101,0,0.0,20.0,0.198,25.9,3
CLI00981,Alta Renda,28,5,13.51,3,1.478,0,ADV0232,1,1.478,23.5,-0.103,9.0,3
CLI00982,Varejo,26,6,11.24,6,0.646,0,ADV0033,0,0.0,42.1,0.007,10.1,3
CLI00983,Varejo,113,5,16.66,1,0.1355,0,ADV0025,0,0.0,8.8,-0.057,52.0,1
CLI00984,Alta Renda,66,6,14.4,2,0.0983,0,ADV0219,1,0.0983,42.3,-0.355,22.1,6
CLI00985,Varejo,131,6,16.15,5,0.1586,1,ADV0149,0,0.0,24.4,-0.364,10.7,5
CLI00986,Alta Renda,44,6,11.25,3,0.1381,0,ADV0208,0,0.0,7.2,0.453,27.1,2
CLI00987,Varejo,97,6,19.02,3,0.0221,0,ADV0131,0,0.0,9.0,-0.192,22.5,2
CLI00988,Varejo,42,6,16.4,2,0.6753,0,ADV0075,0,0.0,19.2,0.212,0.4,6
CLI00989,Alta Renda,6,2,13.64,3,0.123,0,ADV0246,0,0.0,6.3,-0.185,14.9,4
CLI00990,Alta Renda,23,6,16.78,3,1.95,0,ADV0240,0,0.0,10.1,0.029,6.0,7
CLI00991,Alta Renda,89,2,9.74,3,0.286,0,ADV0210,1,0.286,16.6,0.332,12.6,4
CLI00992,Varejo,123,6,6.6,6,0.0062,0,ADV0082,0,0.0,34.3,-0.114,46.5,5
CLI00993,Varejo,51,5,12.85,0,0.0312,0,ADV0177,0,0.0,23.1,-0.003,23.5,4
CLI00994,Varejo,11,7,11.26,3,0.0102,0,ADV0108,0,0.0,13.5,-0.396,25.5,3
CLI00995,Varejo,12,6,10.67,2,0.0307,0,ADV0029,0,0.0,19.2,-0.146,11.8,5
CLI00996,Wealth,74,3,16.61,4,0.0198,0,ADV0275,0,0.0,15.5,-0.419,25.6,4
CLI00997,Varejo,8,6,12.2,0,0.2295,1,ADV0041,0,0.0,8.5,0.381,8.0,8
CLI00998,Wealth,41,6,12.61,2,0.1096,0,ADV0285,0,0.0,38.1,0.183,14.8,5
CLI00999,Varejo,85,5,10.13,3,0.4329,0,ADV0134,0,0.0,34.6,-0.049,22.8,6
CLI01000,Varejo,72,8,15.2,2,0.1573,0,ADV0058,0,0.0,12.4,0.063,22.4,2
CLI01001,Varejo,55,4,14.45,0,0.1209,0,ADV0163,0,0.0,9.2,-0.072,4.0,5
CLI01002,Alta Renda,137,5,15.17,2,2.2348,0,ADV0261,0,0.0,5.0,0.163,40.4,4
CLI01003,Alta Renda,47,3,9.41,3,0.2208,0,ADV0220,0,0.0,20.0,0.028,6.6,3
CLI01004,Alta Renda,143,4,16.98,3,0.1489,0,ADV0243,1,0.1489,20.1,-0.437,57.7,4
